45	45	1
45	8	1
45	65	1
45	41	1
45	25	1
46	46	1
46	59	1
46	67	1
46	75	1
46	60	1
47	47	1
47	80	1
47	24	1
47	7	1
47	95	1
48	48	1
48	50	1
48	101	1
48	96	1
48	53	1
49	49	1
49	35	1
49	73	1
49	79	1
49	11	1
50	50	1
50	101	1
50	48	1
50	64	1
50	60	1
51	51	1
51	78	1
51	52	1
51	37	1
51	83	1
52	52	1
52	78	1
52	37	1
52	83	1
52	33	1
53	53	1
53	60	1
53	96	1
53	64	1
53	36	1
54	54	1
54	61	1
54	42	1
54	0	1
54	6	1
55	55	1
55	68	1
55	66	1
55	58	1
55	9	1
56	56	1
56	75	1
56	67	1
56	59	1
56	36	1
57	57	1
57	90	1
57	28	1
57	62	1
57	32	1
58	58	1
58	9	1
58	17	1
58	72	1
58	84	1
59	59	1
59	67	1
59	75	1
59	56	1
59	46	1
60	60	1
60	53	1
60	64	1
60	34	1
60	96	1
61	61	1
61	54	1
61	42	1
61	43	1
61	6	1
62	62	1
62	77	1
62	30	1
62	20	1
62	3	1
63	63	1
63	38	1
63	1	1
63	89	1
63	0	1
64	64	1
64	60	1
64	34	1
64	53	1
64	18	1
65	65	1
65	8	1
65	45	1
65	41	1
65	58	1
66	66	1
66	70	1
66	84	1
66	18	1
66	55	1
67	67	1
67	59	1
67	56	1
67	75	1
67	46	1
68	68	1
68	55	1
68	72	1
68	9	1
68	58	1
69	69	1
69	77	1
69	62	1
69	76	1
69	30	1
70	70	1
70	18	1
70	84	1
70	66	1
70	17	1
71	71	1
71	44	1
71	10	1
71	100	1
71	40	1
72	72	1
72	9	1
72	58	1
72	68	1
72	17	1
73	73	1
73	49	1
73	79	1
73	35	1
73	97	1
74	74	1
74	94	1
74	87	1
74	52	1
74	78	1
75	75	1
75	56	1
75	67	1
75	59	1
75	96	1
76	76	1
76	22	1
76	69	1
76	3	1
76	57	1
77	77	1
77	62	1
77	30	1
77	20	1
77	3	1
78	78	1
78	52	1
78	37	1
78	92	1
78	51	1
79	79	1
79	97	1
79	49	1
79	73	1
79	16	1
80	80	1
80	7	1
80	47	1
80	24	1
80	95	1
81	81	1
81	13	1
81	36	1
81	32	1
81	96	1
82	82	1
82	27	1
82	91	1
82	29	1
82	14	1
83	83	1
83	52	1
83	78	1
83	98	1
83	87	1
84	84	1
84	17	1
84	58	1
84	70	1
84	9	1
85	85	1
85	43	1
85	42	1
85	54	1
85	61	1
86	86	1
86	22	1
86	53	1
86	96	1
86	15	1
87	87	1
87	74	1
87	94	1
87	98	1
87	83	1
88	88	1
88	15	1
88	89	1
88	12	1
88	75	1
89	89	1
89	15	1
89	88	1
89	12	1
89	40	1
90	90	1
90	28	1
90	57	1
90	77	1
90	62	1
91	91	1
91	82	1
91	27	1
91	29	1
91	14	1
92	92	1
92	78	1
92	98	1
92	94	1
92	52	1
93	93	1
93	68	1
93	9	1
93	72	1
93	58	1
94	94	1
94	74	1
94	87	1
94	92	1
94	98	1
95	95	1
95	7	1
95	47	1
95	80	1
95	46	1
96	96	1
96	36	1
96	13	1
96	81	1
96	75	1
97	97	1
97	19	1
97	16	1
97	11	1
97	79	1
98	98	1
98	92	1
98	87	1
98	83	1
98	94	1
99	99	1
99	11	1
99	19	1
99	16	1
99	35	1
100	100	1
100	40	1
100	67	1
100	12	1
100	21	1
101	101	1
101	18	1
101	64	1
101	70	1
101	34	1
